Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,Currency Unit
Netherlands,NLD,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,Euro
Netherlands,NLD,Getting electricity (DB16-20 methodology) - Score,81.6,82.4,82.4,82.4,82.4,82.5,Euro
Netherlands,NLD,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Netherlands,NLD,Getting electricity: Cost to get electricity (% of income per capita),33.5,30.4,29.9,29.5,28.1,24.5,Euro
Netherlands,NLD,Getting electricity: Cost to get electricity (% of income per capita) - Score,99.58636,99.62447,99.63104,99.63526,99.65292,99.69791,Euro
Netherlands,NLD,Getting electricity: Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Netherlands,NLD,Getting electricity: Mechanisms for monitoring outages (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Netherlands,NLD,Getting electricity: Mechanisms for restoring service (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Netherlands,NLD,Getting electricity: Minimum outage time (in minutes)  (DB16-20 methodology),0.12,0.12,0.12,0.12,0.25,0.083,Euro
Netherlands,NLD,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),12.0,11.7,11.6,10.8,10.6,14.4,Euro
Netherlands,NLD,Getting electricity: Procedures (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Netherlands,NLD,Getting electricity: Procedures (number) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
Netherlands,NLD,Getting electricity: Regulatory monitoring (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Netherlands,NLD,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology),8.0,8.0,8.0,8.0,8.0,8.0,Euro
Netherlands,NLD,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Getting electricity: System average interruption duration index (SAIDI) (DB16-20 methodology),0.4,0.33,0.47,0.55,0.55,0.78,Euro
Netherlands,NLD,Getting electricity: System average interruption frequency index (SAIFI) (DB16-20 methodology),0.35,0.35,0.35,0.32,0.3,0.54,Euro
Netherlands,NLD,Getting electricity: Time (days),110.0,102.0,102.0,102.0,102.0,102.0,Euro
Netherlands,NLD,Getting electricity: Time (days) - Score,60.0,63.47826,63.47826,63.47826,63.47826,63.47826,Euro
Netherlands,NLD,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Netherlands,NLD,Other taxes (% of profits),0.4,0.4,0.4,0.4,0.4,0.3,Euro
Netherlands,NLD,Paying taxes: Labor tax and contributions (% of profits),17.6,20.2,19.4,19.8,19.9,20.5,Euro
Netherlands,NLD,Paying taxes: Payments (number per year),9.0,9.0,9.0,9.0,9.0,9.0,Euro
Netherlands,NLD,Paying taxes: Payments per year (number per year) - Score,90.0,90.0,90.0,90.0,90.0,90.0,Euro
Netherlands,NLD,Paying taxes: Profit tax (% of profits),21.1,20.4,20.6,20.5,20.5,20.4,Euro
Netherlands,NLD,Paying taxes: Time (hours per year),120.0,120.0,119.0,119.0,119.0,119.0,Euro
Netherlands,NLD,Paying taxes: Time (hours per year) - Score,89.02628,89.02628,89.18083,89.18083,89.18083,89.18083,Euro
Netherlands,NLD,Paying taxes: Total tax and contribution rate (% of profit),39.0,41.0,40.4,40.7,40.8,41.2,Euro
Netherlands,NLD,Paying taxes: Total tax and contribution rate (% of profit) - Score,81.71269,78.85299,79.70571,79.21716,79.17497,78.49763,Euro
Netherlands,NLD,Protecting minority investors (DB15-20 methodology) - Score,58.0,58.0,58.0,58.0,58.0,58.0,Euro
Netherlands,NLD,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Netherlands,NLD,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,60.0,60.0,60.0,60.0,60.0,60.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,71.42857,71.42857,71.42857,71.42857,71.42857,71.42857,Euro
Netherlands,NLD,Protecting minority investors: Extent of director liability index (0-10),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of director liability index (0-10) - Score,40.0,40.0,40.0,40.0,40.0,40.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of disclosure index (0-10),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of disclosure index (0-10) - Score,40.0,40.0,40.0,40.0,40.0,40.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,71.42857,71.42857,71.42857,71.42857,71.42857,71.42857,Euro
Netherlands,NLD,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Netherlands,NLD,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,83.33333,83.33333,83.33333,83.33333,83.33333,83.33333,Euro
Netherlands,NLD,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),29.0,29.0,29.0,29.0,29.0,29.0,Euro
Netherlands,NLD,Registering property: Cost (% of property value),6.1,6.1,6.1,6.1,6.1,6.1,Euro
Netherlands,NLD,Registering property: Cost (% of property value) - Score,59.10606,59.18843,59.20263,59.22217,59.26153,59.30631,Euro
Netherlands,NLD,Registering property: Procedures (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Netherlands,NLD,Registering property: Procedures (number) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
Netherlands,NLD,Registering property: Time (days),2.5,2.5,2.5,2.5,2.5,2.5,Euro
Netherlands,NLD,Registering property: Time (days) - Score,99.2823,99.2823,99.2823,99.2823,99.2823,99.2823,Euro
Netherlands,NLD,Reorganization proceedings index (0-3) (DB15-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Netherlands,NLD,Resolving insolvency - Score,83.8,83.8,84.0,84.2,84.3,84.4,Euro
Netherlands,NLD,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),2.5,2.5,2.5,2.5,2.5,2.5,Euro
Netherlands,NLD,Resolving insolvency: Cost (% of estate),3.5,3.5,3.5,3.5,3.5,3.5,Euro
Netherlands,NLD,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Netherlands,NLD,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Netherlands,NLD,Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Netherlands,NLD,Resolving insolvency: Recovery rate (cents on the dollar),88.9,88.9,89.3,89.7,89.8,90.1,Euro
Netherlands,NLD,Resolving insolvency: Recovery rate (cents on the dollar) - Score,95.65873,95.65873,96.11668,96.55823,96.68318,96.97457,Euro
Netherlands,NLD,Resolving insolvency: Strength of insolvency framework index (0-16),11.5,11.5,11.5,11.5,11.5,11.5,Euro
Netherlands,NLD,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,71.875,71.875,71.875,71.875,71.875,71.875,Euro
Netherlands,NLD,Resolving insolvency: Time (years),1.1,1.1,1.1,1.1,1.1,1.1,Euro
Netherlands,NLD,Starting a business - Score,94.2,94.3,94.3,94.3,94.3,94.3,Euro
Netherlands,NLD,Starting a business: Cost - Men (% of income per capita),5.0,4.6,4.5,4.4,4.2,4.0,Euro
Netherlands,NLD,Starting a business: Cost - Men (% of income per capita) - Score,97.47892,97.71122,97.75125,97.77697,97.88462,98.01611,Euro
Netherlands,NLD,Starting a business: Cost - Women (% of income per capita),5.0,4.6,4.5,4.4,4.2,4.0,Euro
Netherlands,NLD,Starting a business: Cost - Women (% of income per capita) - Score,97.47892,97.71122,97.75125,97.77697,97.88462,98.01611,Euro
Netherlands,NLD,Starting a business: Minimum capital (% of income per capita),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Netherlands,NLD,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Starting a business: Procedures required - Men (number),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Netherlands,NLD,Starting a business: Procedures required - Men (number) - Score,82.35294,82.35294,82.35294,82.35294,82.35294,82.35294,Euro
Netherlands,NLD,Starting a business: Procedures required - Women (number),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Netherlands,NLD,Starting a business: Procedures required - Women (number) - Score,82.35294,82.35294,82.35294,82.35294,82.35294,82.35294,Euro
Netherlands,NLD,Starting a business: Time - Men (days),3.5,3.5,3.5,3.5,3.5,3.5,Euro
Netherlands,NLD,Starting a business: Time - Men (days) - Score,96.98492,96.98492,96.98492,96.98492,96.98492,96.98492,Euro
Netherlands,NLD,Starting a business: Time - Women (days),3.5,3.5,3.5,3.5,3.5,3.5,Euro
Netherlands,NLD,Starting a business: Time - Women (days)- Score,96.98492,96.98492,96.98492,96.98492,96.98492,96.98492,Euro
Netherlands,NLD,Time to export: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Netherlands,NLD,Time to export: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Netherlands,NLD,Time to import: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Netherlands,NLD,Time to import: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Netherlands,NLD,Trading across borders (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Netherlands,NLD,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Netherlands,NLD,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Netherlands,NLD,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Netherlands,NLD,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Time to export: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Time to import: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Netherlands,NLD,Trading across borders: Time to import: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Dealing with construction permits (DB16-20 methodology) - Score,72.9,73.0,73.1,73.1,73.2,73.2,Euro
Portugal,PRT,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology),11.0,11.0,11.0,11.0,11.0,11.0,Euro
Portugal,PRT,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,73.33333,73.33333,73.33333,73.33333,73.33333,73.33333,Euro
Portugal,PRT,Dealing with construction permits: Cost (% of Warehouse value),1.4,1.3,1.3,1.2,1.2,1.2,Euro
Portugal,PRT,Dealing with construction permits: Cost (% of Warehouse value) - Score,92.99216,93.39485,93.59162,93.80477,93.95895,94.19858,Euro
Portugal,PRT,Dealing with construction permits: Liability and insurance regimes index (0-2) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Dealing with construction permits: Procedures (number),14.0,14.0,14.0,14.0,14.0,14.0,Euro
Portugal,PRT,Dealing with construction permits: Procedures (number) - Score,64.0,64.0,64.0,64.0,64.0,64.0,Euro
Portugal,PRT,Dealing with construction permits: Professional certifications index (0-4) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Portugal,PRT,Dealing with construction permits: Quality control after construction index (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Dealing with construction permits: Quality control before construction index (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Dealing with construction permits: Quality control during construction index (0-3) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Portugal,PRT,Dealing with construction permits: Quality of building regulations index (0-2) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Portugal,PRT,Dealing with construction permits: Time (days),160.0,160.0,160.0,160.0,160.0,160.0,Euro
Portugal,PRT,Dealing with construction permits: Time (days)  - Score,61.38329,61.38329,61.38329,61.38329,61.38329,61.38329,Euro
Portugal,PRT,Enforcing contracts: Attorney fees (% of claim),10.7,10.7,10.7,10.7,10.7,10.7,Euro
Portugal,PRT,Enforcing contracts: Cost (% of claim),17.2,17.2,17.2,17.2,17.2,17.2,Euro
Portugal,PRT,Enforcing contracts: Cost (% of claim) - Score,80.7649,80.7649,80.7649,80.7649,80.7649,80.7649,Euro
Portugal,PRT,Enforcing contracts: Court fees (% of claim),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Portugal,PRT,Enforcing contracts: Enforcement fees (% of claim),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Portugal,PRT,Enforcing contracts: Enforcement of judgment (days),180.0,180.0,180.0,180.0,180.0,180.0,Euro
Portugal,PRT,Enforcing contracts: Filing and service (days),30.0,30.0,30.0,30.0,30.0,30.0,Euro
Portugal,PRT,Enforcing contracts: Time (days),870.0,755.0,755.0,755.0,755.0,755.0,Euro
Portugal,PRT,Enforcing contracts: Time (days) - Score,38.52459,47.95082,47.95082,47.95082,47.95082,47.95082,Euro
Portugal,PRT,Enforcing contracts: Trial and judgment (days),660.0,545.0,545.0,545.0,545.0,545.0,Euro
Portugal,PRT,Getting credit (DB15-20 methodology) - Score,45.0,45.0,45.0,45.0,45.0,45.0,Euro
Portugal,PRT,Getting Credit total score (DB15-20 methodology),9.0,9.0,9.0,9.0,9.0,9.0,Euro
Portugal,PRT,Getting credit: Credit bureau coverage (% of adults),23.4,16.1,7.8,7.8,7.9,7.9,Euro
Portugal,PRT,Getting credit: Credit registry coverage (% of adults),100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology),7.0,7.0,7.0,7.0,7.0,7.0,Euro
Portugal,PRT,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,87.5,87.5,87.5,87.5,87.5,87.5,Euro
Portugal,PRT,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Portugal,PRT,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,Euro
Portugal,PRT,Getting electricity (DB16-20 methodology) - Score,82.6,82.6,83.3,83.3,83.3,83.3,Euro
Portugal,PRT,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Getting electricity: Cost to get electricity (% of income per capita),71.7,67.6,37.3,36.0,34.5,33.6,Euro
Portugal,PRT,Getting electricity: Cost to get electricity (% of income per capita) - Score,99.11498,99.16584,99.53969,99.555,99.57369,99.58458,Euro
Portugal,PRT,Getting electricity: Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Getting electricity: Mechanisms for monitoring outages (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Getting electricity: Mechanisms for restoring service (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Getting electricity: Minimum outage time (in minutes)  (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),27.7,29.6,18.3,17.4,25.2,22.2,Euro
Portugal,PRT,Getting electricity: Procedures (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Portugal,PRT,Getting electricity: Procedures (number) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
Portugal,PRT,Getting electricity: Regulatory monitoring (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology),7.0,7.0,7.0,7.0,7.0,7.0,Euro
Portugal,PRT,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,87.5,87.5,87.5,87.5,87.5,87.5,Euro
Portugal,PRT,Getting electricity: System average interruption duration index (SAIDI) (DB16-20 methodology),0.6,0.6,0.55,0.64,0.55,0.54,Euro
Portugal,PRT,Getting electricity: System average interruption frequency index (SAIFI) (DB16-20 methodology),0.73,0.73,0.77,0.82,0.62,0.61,Euro
Portugal,PRT,Getting electricity: Time (days),71.0,71.0,65.0,65.0,65.0,65.0,Euro
Portugal,PRT,Getting electricity: Time (days) - Score,76.95652,76.95652,79.56522,79.56522,79.56522,79.56522,Euro
Portugal,PRT,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Other taxes (% of profits),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Portugal,PRT,Paying taxes: Labor tax and contributions (% of profits),26.8,26.8,26.8,26.8,26.8,26.8,Euro
Portugal,PRT,Paying taxes: Payments (number per year),8.0,8.0,8.0,8.0,8.0,8.0,Euro
Portugal,PRT,Paying taxes: Payments per year (number per year) - Score,91.66667,91.66667,91.66667,91.66667,91.66667,91.66667,Euro
Portugal,PRT,Paying taxes: Profit tax (% of profits),15.0,13.5,12.5,12.5,12.5,12.5,Euro
Portugal,PRT,Paying taxes: Time (hours per year),275.0,275.0,243.0,243.0,243.0,243.0,Euro
Portugal,PRT,Paying taxes: Time (hours per year) - Score,65.06955,65.06955,70.01546,70.01546,70.01546,70.01546,Euro
Portugal,PRT,Paying taxes: Total tax and contribution rate (% of profit),42.3,40.9,39.8,39.8,39.8,39.8,Euro
Portugal,PRT,Paying taxes: Total tax and contribution rate (% of profit) - Score,76.94719,79.03786,80.61038,80.60914,80.60914,80.60814,Euro
Portugal,PRT,Protecting minority investors (DB15-20 methodology) - Score,62.0,62.0,62.0,62.0,62.0,62.0,Euro
Portugal,PRT,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology),7.0,7.0,7.0,7.0,7.0,7.0,Euro
Portugal,PRT,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,70.0,70.0,70.0,70.0,70.0,70.0,Euro
Portugal,PRT,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Portugal,PRT,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,Euro
Portugal,PRT,Protecting minority investors: Extent of director liability index (0-10),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Portugal,PRT,Protecting minority investors: Extent of director liability index (0-10) - Score,50.0,50.0,50.0,50.0,50.0,50.0,Euro
Portugal,PRT,Protecting minority investors: Extent of disclosure index (0-10),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Portugal,PRT,Protecting minority investors: Extent of disclosure index (0-10) - Score,60.0,60.0,60.0,60.0,60.0,60.0,Euro
Portugal,PRT,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Portugal,PRT,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,57.14286,57.14286,57.14286,57.14286,57.14286,57.14286,Euro
Portugal,PRT,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,50.0,50.0,50.0,50.0,50.0,50.0,Euro
Portugal,PRT,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),31.0,31.0,31.0,31.0,31.0,31.0,Euro
Portugal,PRT,Registering property: Cost (% of property value),7.3,7.3,7.3,7.3,7.3,7.3,Euro
Portugal,PRT,Registering property: Cost (% of property value) - Score,51.01096,51.02948,51.03853,51.04834,51.15164,51.15886,Euro
Portugal,PRT,Registering property: Procedures (number),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Registering property: Procedures (number) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Registering property: Time (days),1.0,1.0,1.0,1.0,10.0,10.0,Euro
Portugal,PRT,Registering property: Time (days) - Score,100.0,100.0,100.0,100.0,95.69378,95.69378,Euro
Portugal,PRT,Reorganization proceedings index (0-3) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Resolving insolvency - Score,79.8,80.6,81.2,79.7,80.0,80.2,Euro
Portugal,PRT,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Resolving insolvency: Cost (% of estate),9.0,9.0,9.0,9.0,9.0,9.0,Euro
Portugal,PRT,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),5.5,5.5,5.5,5.5,5.5,5.5,Euro
Portugal,PRT,Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Portugal,PRT,Resolving insolvency: Recovery rate (cents on the dollar),64.0,65.5,66.6,63.8,64.5,64.8,Euro
Portugal,PRT,Resolving insolvency: Recovery rate (cents on the dollar) - Score,68.88267,70.50788,71.709,68.71545,69.3991,69.70548,Euro
Portugal,PRT,Resolving insolvency: Strength of insolvency framework index (0-16),14.5,14.5,14.5,14.5,14.5,14.5,Euro
Portugal,PRT,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,90.625,90.625,90.625,90.625,90.625,90.625,Euro
Portugal,PRT,Resolving insolvency: Time (years),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Portugal,PRT,Starting a business - Score,91.0,91.0,91.0,90.9,90.9,90.9,Euro
Portugal,PRT,Starting a business: Cost - Men (% of income per capita),2.3,2.2,2.1,2.1,2.0,1.9,Euro
Portugal,PRT,Starting a business: Cost - Men (% of income per capita) - Score,98.83944,98.90613,98.93872,98.97402,99.01884,99.05783,Euro
Portugal,PRT,Starting a business: Cost - Women (% of income per capita),2.3,2.2,2.1,2.1,2.0,1.9,Euro
Portugal,PRT,Starting a business: Cost - Women (% of income per capita) - Score,98.83944,98.90613,98.93872,98.97402,99.01884,99.05783,Euro
Portugal,PRT,Starting a business: Minimum capital (% of income per capita),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Starting a business: Procedures required - Men (number),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Portugal,PRT,Starting a business: Procedures required - Men (number) - Score,70.58824,70.58824,70.58824,70.58824,70.58824,70.58824,Euro
Portugal,PRT,Starting a business: Procedures required - Women (number),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Portugal,PRT,Starting a business: Procedures required - Women (number) - Score,70.58824,70.58824,70.58824,70.58824,70.58824,70.58824,Euro
Portugal,PRT,Starting a business: Time - Men (days),6.0,6.0,6.0,6.5,6.5,6.5,Euro
Portugal,PRT,Starting a business: Time - Men (days) - Score,94.47236,94.47236,94.47236,93.96985,93.96985,93.96985,Euro
Portugal,PRT,Starting a business: Time - Women (days),6.0,6.0,6.0,6.5,6.5,6.5,Euro
Portugal,PRT,Starting a business: Time - Women (days)- Score,94.47236,94.47236,94.47236,93.96985,93.96985,93.96985,Euro
Portugal,PRT,Time to export: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Time to export: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Portugal,PRT,Time to import: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Time to import: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Portugal,PRT,Trading across borders (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Portugal,PRT,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Portugal,PRT,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
